file,fold,split
pocket_012_aligned.csv,1,val
pocket150025_002_aligned.csv,1,val
pocket150025_007_aligned.csv,1,val
pocket_003_aligned.csv,1,val
adaptive_003_aligned.csv,1,val
adaptive150025_004_aligned.csv,1,val
pocket_004_aligned.csv,1,val
face150025_003_aligned.csv,1,val
adaptive_004_aligned.csv,1,val
face150025_004_aligned.csv,1,val
pocket150025_004_aligned.csv,1,val
adaptive150025_008_aligned.csv,1,val
adaptive_005_aligned.csv,1,val
adaptive150025_012_aligned.csv,1,val
face_007_aligned.csv,1,val
pocket150025_005_aligned.csv,1,val
adaptive150025_013_aligned.csv,1,val
adaptive_009_aligned.csv,1,val
damagepocket_003_aligned.csv,1,val
adaptive_011_aligned.csv,1,test
adaptive_016_aligned.csv,1,test
adaptive150025_006_aligned.csv,1,test
adaptive150025_014_aligned.csv,1,test
damageface_002_aligned.csv,1,test
damagepocket_001_aligned.csv,1,test
face_005_aligned.csv,1,test
face_010_aligned.csv,1,test
face_015_aligned.csv,1,test
face150025_001_aligned.csv,1,test
face150025_011_aligned.csv,1,test
face150025_016_aligned.csv,1,test
pocket_006_aligned.csv,1,test
pocket_011_aligned.csv,1,test
pocket_016_aligned.csv,1,test
pocket150025_001_aligned.csv,1,test
pocket150025_006_aligned.csv,1,test
pocket150025_003_aligned.csv,1,test
adaptive150025_003_aligned.csv,1,test
adaptive150025_005_aligned.csv,1,test
damageadaptive_003_aligned.csv,1,test
pocket_005_aligned.csv,1,test
adaptive_008_aligned.csv,1,test
pocket150025_008_aligned.csv,1,test
face_008_aligned.csv,1,test
adaptive_010_aligned.csv,1,test
adaptive_014_aligned.csv,2,train
adaptive_015_aligned.csv,2,train
adaptive_016_aligned.csv,2,train
adaptive_019_aligned.csv,2,train
adaptive_020_aligned.csv,2,train
adaptive150025_014_aligned.csv,2,train
adaptive150025_017_aligned.csv,2,train
adaptive150025_018_aligned.csv,2,train
adaptive150025_019_aligned.csv,2,train
damageadaptive_001_aligned.csv,2,train
damageadaptive_004_aligned.csv,2,train
damageadaptive_005_aligned.csv,2,train
damageface_002_aligned.csv,2,train
damageface_005_aligned.csv,2,train
damagepocket_004_aligned.csv,2,train
damagepocket_005_aligned.csv,2,train
face_005_aligned.csv,2,train
face_008_aligned.csv,2,train
face_009_aligned.csv,2,train
face_010_aligned.csv,2,train
face_013_aligned.csv,2,train
face_014_aligned.csv,2,train
face_015_aligned.csv,2,train
face_018_aligned.csv,2,train
face_019_aligned.csv,2,train
face_020_aligned.csv,2,train
face150025_011_aligned.csv,2,train
face150025_014_aligned.csv,2,train
face150025_015_aligned.csv,2,train
face150025_016_aligned.csv,2,train
face150025_019_aligned.csv,2,train
face150025_020_aligned.csv,2,train
pocket_005_aligned.csv,2,train
pocket_006_aligned.csv,2,train
pocket_009_aligned.csv,2,train
pocket_010_aligned.csv,2,train
pocket_011_aligned.csv,2,train
pocket_014_aligned.csv,2,train
pocket_015_aligned.csv,2,train
pocket_016_aligned.csv,2,train
pocket_019_aligned.csv,2,train
pocket150025_006_aligned.csv,2,train
pocket150025_009_aligned.csv,2,train
pocket150025_011_aligned.csv,2,train
pocket150025_012_aligned.csv,2,train
pocket150025_015_aligned.csv,2,train
pocket150025_016_aligned.csv,2,train
pocket150025_017_aligned.csv,2,train
pocket150025_020_aligned.csv,2,train
adaptive_017_aligned.csv,2,train
pocket_017_aligned.csv,2,train
adaptive_003_aligned.csv,2,train
pocket_002_aligned.csv,2,train
pocket150025_008_aligned.csv,2,train
adaptive150025_003_aligned.csv,2,train
adaptive_018_aligned.csv,2,train
adaptive150025_020_aligned.csv,2,train
adaptive150025_016_aligned.csv,2,train
adaptive150025_002_aligned.csv,2,train
adaptive150025_008_aligned.csv,2,train
pocket150025_019_aligned.csv,2,train
face150025_013_aligned.csv,2,train
damagepocket_002_aligned.csv,2,train
adaptive150025_015_aligned.csv,2,train
adaptive_013_aligned.csv,2,train
adaptive_007_aligned.csv,2,train
adaptive_002_aligned.csv,2,train
adaptive_012_aligned.csv,2,train
face150025_003_aligned.csv,2,train
face150025_017_aligned.csv,2,train
pocket150025_013_aligned.csv,2,train
adaptive_008_aligned.csv,2,val
damageadaptive_003_aligned.csv,2,val
damageface_004_aligned.csv,2,val
damagepocket_003_aligned.csv,2,val
face_007_aligned.csv,2,val
face_012_aligned.csv,2,val
face_017_aligned.csv,2,val
face150025_018_aligned.csv,2,val
pocket_003_aligned.csv,2,val
pocket_008_aligned.csv,2,val
pocket_013_aligned.csv,2,val
pocket_018_aligned.csv,2,val
pocket150025_003_aligned.csv,2,val
pocket150025_014_aligned.csv,2,val
adaptive_004_aligned.csv,2,val
pocket150025_001_aligned.csv,2,val
adaptive150025_001_aligned.csv,2,val
adaptive_005_aligned.csv,2,val
adaptive150025_005_aligned.csv,2,val
adaptive150025_012_aligned.csv,2,val
pocket150025_004_aligned.csv,2,val
face150025_001_aligned.csv,2,val
adaptive_006_aligned.csv,2,val
face150025_004_aligned.csv,2,val
adaptive150025_007_aligned.csv,2,test
damageadaptive_002_aligned.csv,2,test
damageface_003_aligned.csv,2,test
face_006_aligned.csv,2,test
face_011_aligned.csv,2,test
face_016_aligned.csv,2,test
face150025_002_aligned.csv,2,test
face150025_012_aligned.csv,2,test
pocket_007_aligned.csv,2,test
pocket_012_aligned.csv,2,test
pocket150025_002_aligned.csv,2,test
pocket150025_007_aligned.csv,2,test
pocket150025_018_aligned.csv,2,test
adaptive_001_aligned.csv,2,test
pocket_001_aligned.csv,2,test
pocket_004_aligned.csv,2,test
adaptive150025_004_aligned.csv,2,test
adaptive150025_006_aligned.csv,2,test
damagepocket_001_aligned.csv,2,test
adaptive150025_013_aligned.csv,2,test
adaptive_009_aligned.csv,2,test
adaptive_010_aligned.csv,2,test
adaptive_011_aligned.csv,2,test
face150025_010_aligned.csv,2,test
pocket150025_005_aligned.csv,2,test
adaptive_007_aligned.csv,3,train
adaptive_010_aligned.csv,3,train
adaptive_011_aligned.csv,3,train
adaptive_012_aligned.csv,3,train
adaptive_015_aligned.csv,3,train
adaptive_016_aligned.csv,3,train
adaptive_017_aligned.csv,3,train
adaptive_020_aligned.csv,3,train
adaptive150025_013_aligned.csv,3,train
adaptive150025_014_aligned.csv,3,train
adaptive150025_015_aligned.csv,3,train
adaptive150025_018_aligned.csv,3,train
adaptive150025_019_aligned.csv,3,train
adaptive150025_020_aligned.csv,3,train
damageadaptive_001_aligned.csv,3,train
damageadaptive_002_aligned.csv,3,train
damageadaptive_005_aligned.csv,3,train
damageface_002_aligned.csv,3,train
damageface_003_aligned.csv,3,train
damagepocket_002_aligned.csv,3,train
damagepocket_005_aligned.csv,3,train
face_006_aligned.csv,3,train
face_009_aligned.csv,3,train
face_010_aligned.csv,3,train
face_011_aligned.csv,3,train
face_014_aligned.csv,3,train
face_015_aligned.csv,3,train
face_016_aligned.csv,3,train
face_019_aligned.csv,3,train
face_020_aligned.csv,3,train
face150025_011_aligned.csv,3,train
face150025_012_aligned.csv,3,train
face150025_015_aligned.csv,3,train
face150025_016_aligned.csv,3,train
face150025_017_aligned.csv,3,train
face150025_020_aligned.csv,3,train
pocket_005_aligned.csv,3,train
pocket_006_aligned.csv,3,train
pocket_007_aligned.csv,3,train
pocket_010_aligned.csv,3,train
pocket_011_aligned.csv,3,train
pocket_012_aligned.csv,3,train
pocket_015_aligned.csv,3,train
pocket_016_aligned.csv,3,train
pocket_017_aligned.csv,3,train
pocket150025_005_aligned.csv,3,train
pocket150025_006_aligned.csv,3,train
pocket150025_007_aligned.csv,3,train
pocket150025_011_aligned.csv,3,train
pocket150025_012_aligned.csv,3,train
pocket150025_013_aligned.csv,3,train
pocket150025_016_aligned.csv,3,train
pocket150025_017_aligned.csv,3,train
pocket150025_018_aligned.csv,3,train
adaptive150025_012_aligned.csv,3,train
adaptive150025_008_aligned.csv,3,train
adaptive_003_aligned.csv,3,train
pocket_009_aligned.csv,3,train
pocket_019_aligned.csv,3,train
adaptive150025_004_aligned.csv,3,train
pocket150025_009_aligned.csv,3,train
adaptive150025_003_aligned.csv,3,train
adaptive_018_aligned.csv,3,train
face_013_aligned.csv,3,train
face150025_014_aligned.csv,3,train
adaptive_004_aligned.csv,3,train
face150025_013_aligned.csv,3,train
face150025_004_aligned.csv,3,train
adaptive_019_aligned.csv,3,train
damagepocket_004_aligned.csv,3,train
pocket150025_015_aligned.csv,3,train
adaptive150025_017_aligned.csv,3,train
adaptive_009_aligned.csv,3,val
adaptive_014_aligned.csv,3,val
damageadaptive_004_aligned.csv,3,val
damageface_005_aligned.csv,3,val
face_008_aligned.csv,3,val
face_018_aligned.csv,3,val
face150025_019_aligned.csv,3,val
pocket_004_aligned.csv,3,val
pocket_014_aligned.csv,3,val
pocket150025_004_aligned.csv,3,val
pocket150025_020_aligned.csv,3,val
adaptive150025_001_aligned.csv,3,val
pocket_001_aligned.csv,3,val
pocket_002_aligned.csv,3,val
adaptive150025_005_aligned.csv,3,val
pocket150025_001_aligned.csv,3,val
face_005_aligned.csv,3,val
face150025_001_aligned.csv,3,val
adaptive_005_aligned.csv,3,val
face150025_010_aligned.csv,3,val
adaptive_006_aligned.csv,3,val
damagepocket_001_aligned.csv,3,val
pocket150025_002_aligned.csv,3,val
adaptive150025_007_aligned.csv,3,val
adaptive_008_aligned.csv,3,test
adaptive_013_aligned.csv,3,test
adaptive150025_016_aligned.csv,3,test
damageadaptive_003_aligned.csv,3,test
damageface_004_aligned.csv,3,test
damagepocket_003_aligned.csv,3,test
face_007_aligned.csv,3,test
face_012_aligned.csv,3,test
face_017_aligned.csv,3,test
face150025_003_aligned.csv,3,test
face150025_018_aligned.csv,3,test
pocket_003_aligned.csv,3,test
pocket_008_aligned.csv,3,test
pocket_013_aligned.csv,3,test
pocket_018_aligned.csv,3,test
pocket150025_003_aligned.csv,3,test
pocket150025_008_aligned.csv,3,test
pocket150025_014_aligned.csv,3,test
pocket150025_019_aligned.csv,3,test
adaptive150025_002_aligned.csv,3,test
adaptive_001_aligned.csv,3,test
adaptive150025_006_aligned.csv,3,test
adaptive_002_aligned.csv,3,test
face150025_002_aligned.csv,3,test
adaptive_008_aligned.csv,4,train
adaptive_011_aligned.csv,4,train
adaptive_012_aligned.csv,4,train
adaptive_013_aligned.csv,4,train
adaptive_016_aligned.csv,4,train
adaptive_017_aligned.csv,4,train
adaptive_018_aligned.csv,4,train
adaptive150025_006_aligned.csv,4,train
adaptive150025_007_aligned.csv,4,train
adaptive150025_008_aligned.csv,4,train
adaptive150025_014_aligned.csv,4,train
adaptive150025_015_aligned.csv,4,train
adaptive150025_016_aligned.csv,4,train
adaptive150025_019_aligned.csv,4,train
adaptive150025_020_aligned.csv,4,train
damageadaptive_002_aligned.csv,4,train
damageadaptive_003_aligned.csv,4,train
damageface_002_aligned.csv,4,train
damageface_003_aligned.csv,4,train
damageface_004_aligned.csv,4,train
damagepocket_002_aligned.csv,4,train
damagepocket_003_aligned.csv,4,train
face_006_aligned.csv,4,train
face_007_aligned.csv,4,train
face_010_aligned.csv,4,train
face_011_aligned.csv,4,train
face_012_aligned.csv,4,train
face_015_aligned.csv,4,train
face_016_aligned.csv,4,train
face_017_aligned.csv,4,train
face_020_aligned.csv,4,train
face150025_002_aligned.csv,4,train
face150025_003_aligned.csv,4,train
face150025_011_aligned.csv,4,train
face150025_012_aligned.csv,4,train
face150025_013_aligned.csv,4,train
face150025_016_aligned.csv,4,train
face150025_017_aligned.csv,4,train
face150025_018_aligned.csv,4,train
pocket_003_aligned.csv,4,train
pocket_006_aligned.csv,4,train
pocket_007_aligned.csv,4,train
pocket_008_aligned.csv,4,train
pocket_011_aligned.csv,4,train
pocket_012_aligned.csv,4,train
pocket_013_aligned.csv,4,train
pocket_016_aligned.csv,4,train
pocket_017_aligned.csv,4,train
pocket_018_aligned.csv,4,train
pocket150025_006_aligned.csv,4,train
pocket150025_007_aligned.csv,4,train
pocket150025_008_aligned.csv,4,train
pocket150025_012_aligned.csv,4,train
pocket150025_013_aligned.csv,4,train
pocket150025_014_aligned.csv,4,train
pocket150025_017_aligned.csv,4,train
pocket150025_018_aligned.csv,4,train
pocket150025_019_aligned.csv,4,train
pocket_019_aligned.csv,4,train
adaptive150025_012_aligned.csv,4,train
adaptive150025_004_aligned.csv,4,train
adaptive_015_aligned.csv,4,train
adaptive_020_aligned.csv,4,train
pocket_009_aligned.csv,4,train
pocket150025_016_aligned.csv,4,train
pocket150025_011_aligned.csv,4,train
adaptive_005_aligned.csv,4,train
adaptive_004_aligned.csv,4,train
pocket150025_009_aligned.csv,4,train
adaptive_019_aligned.csv,4,train
damagepocket_004_aligned.csv,4,train
face_014_aligned.csv,4,train
damageadaptive_005_aligned.csv,4,train
adaptive150025_005_aligned.csv,4,train
face150025_004_aligned.csv,4,train
adaptive_010_aligned.csv,4,val
adaptive150025_013_aligned.csv,4,val
adaptive150025_018_aligned.csv,4,val
damagepocket_005_aligned.csv,4,val
face_009_aligned.csv,4,val
face_019_aligned.csv,4,val
face150025_010_aligned.csv,4,val
face150025_015_aligned.csv,4,val
face150025_020_aligned.csv,4,val
pocket_005_aligned.csv,4,val
pocket_010_aligned.csv,4,val
pocket_015_aligned.csv,4,val
pocket150025_005_aligned.csv,4,val
adaptive_001_aligned.csv,4,val
adaptive_002_aligned.csv,4,val
pocket150025_001_aligned.csv,4,val
pocket150025_002_aligned.csv,4,val
adaptive_003_aligned.csv,4,val
face_005_aligned.csv,4,val
damageadaptive_001_aligned.csv,4,val
adaptive150025_003_aligned.csv,4,val
adaptive_009_aligned.csv,4,test
adaptive_014_aligned.csv,4,test
adaptive150025_017_aligned.csv,4,test
damageadaptive_004_aligned.csv,4,test
damageface_005_aligned.csv,4,test
face_008_aligned.csv,4,test
face_013_aligned.csv,4,test
face_018_aligned.csv,4,test
face150025_014_aligned.csv,4,test
face150025_019_aligned.csv,4,test
pocket_004_aligned.csv,4,test
pocket_014_aligned.csv,4,test
pocket150025_004_aligned.csv,4,test
pocket150025_015_aligned.csv,4,test
pocket150025_020_aligned.csv,4,test
pocket_001_aligned.csv,4,test
adaptive150025_001_aligned.csv,4,test
adaptive150025_002_aligned.csv,4,test
pocket_002_aligned.csv,4,test
adaptive_006_aligned.csv,4,test
pocket150025_003_aligned.csv,4,test
adaptive_007_aligned.csv,4,test
damagepocket_001_aligned.csv,4,test
face150025_001_aligned.csv,4,test
adaptive_008_aligned.csv,5,train
adaptive_009_aligned.csv,5,train
adaptive_012_aligned.csv,5,train
adaptive_013_aligned.csv,5,train
adaptive_014_aligned.csv,5,train
adaptive_017_aligned.csv,5,train
adaptive_018_aligned.csv,5,train
adaptive_019_aligned.csv,5,train
adaptive150025_012_aligned.csv,5,train
adaptive150025_015_aligned.csv,5,train
adaptive150025_016_aligned.csv,5,train
adaptive150025_017_aligned.csv,5,train
adaptive150025_020_aligned.csv,5,train
damageadaptive_003_aligned.csv,5,train
damageadaptive_004_aligned.csv,5,train
damageface_003_aligned.csv,5,train
damageface_004_aligned.csv,5,train
damageface_005_aligned.csv,5,train
damagepocket_002_aligned.csv,5,train
damagepocket_003_aligned.csv,5,train
damagepocket_004_aligned.csv,5,train
face_008_aligned.csv,5,train
face_011_aligned.csv,5,train
face_012_aligned.csv,5,train
face_013_aligned.csv,5,train
face_016_aligned.csv,5,train
face_017_aligned.csv,5,train
face_018_aligned.csv,5,train
face150025_003_aligned.csv,5,train
face150025_004_aligned.csv,5,train
face150025_012_aligned.csv,5,train
face150025_013_aligned.csv,5,train
face150025_014_aligned.csv,5,train
face150025_017_aligned.csv,5,train
face150025_018_aligned.csv,5,train
face150025_019_aligned.csv,5,train
pocket_003_aligned.csv,5,train
pocket_004_aligned.csv,5,train
pocket_007_aligned.csv,5,train
pocket_008_aligned.csv,5,train
pocket_009_aligned.csv,5,train
pocket_012_aligned.csv,5,train
pocket_013_aligned.csv,5,train
pocket_014_aligned.csv,5,train
pocket_017_aligned.csv,5,train
pocket_018_aligned.csv,5,train
pocket_019_aligned.csv,5,train
pocket150025_008_aligned.csv,5,train
pocket150025_009_aligned.csv,5,train
pocket150025_013_aligned.csv,5,train
pocket150025_014_aligned.csv,5,train
pocket150025_015_aligned.csv,5,train
pocket150025_018_aligned.csv,5,train
pocket150025_019_aligned.csv,5,train
pocket150025_020_aligned.csv,5,train
pocket150025_016_aligned.csv,5,train
adaptive_005_aligned.csv,5,train
adaptive150025_001_aligned.csv,5,train
adaptive150025_014_aligned.csv,5,train
pocket150025_011_aligned.csv,5,train
pocket150025_017_aligned.csv,5,train
damageadaptive_001_aligned.csv,5,train
adaptive150025_019_aligned.csv,5,train
adaptive150025_005_aligned.csv,5,train
adaptive150025_006_aligned.csv,5,train
pocket150025_012_aligned.csv,5,train
pocket_001_aligned.csv,5,train
face_014_aligned.csv,5,train
adaptive_006_aligned.csv,5,train
face_020_aligned.csv,5,train
face150025_016_aligned.csv,5,train
adaptive_015_aligned.csv,5,train
adaptive_001_aligned.csv,5,train
adaptive_011_aligned.csv,5,val
adaptive_016_aligned.csv,5,val
damageface_002_aligned.csv,5,val
damagepocket_001_aligned.csv,5,val
face_005_aligned.csv,5,val
face_010_aligned.csv,5,val
face_015_aligned.csv,5,val
face150025_001_aligned.csv,5,val
face150025_011_aligned.csv,5,val
pocket_006_aligned.csv,5,val
pocket_011_aligned.csv,5,val
pocket_016_aligned.csv,5,val
pocket150025_001_aligned.csv,5,val
pocket150025_006_aligned.csv,5,val
adaptive150025_002_aligned.csv,5,val
adaptive150025_003_aligned.csv,5,val
pocket150025_004_aligned.csv,5,val
damageadaptive_002_aligned.csv,5,val
adaptive150025_004_aligned.csv,5,val
adaptive150025_008_aligned.csv,5,val
pocket150025_007_aligned.csv,5,val
pocket_002_aligned.csv,5,val
adaptive_003_aligned.csv,5,val
face_007_aligned.csv,5,val
face150025_002_aligned.csv,5,val
adaptive_007_aligned.csv,5,val
adaptive_010_aligned.csv,5,test
adaptive_020_aligned.csv,5,test
adaptive150025_013_aligned.csv,5,test
adaptive150025_018_aligned.csv,5,test
damageadaptive_005_aligned.csv,5,test
damagepocket_005_aligned.csv,5,test
face_009_aligned.csv,5,test
face_019_aligned.csv,5,test
face150025_010_aligned.csv,5,test
face150025_015_aligned.csv,5,test
face150025_020_aligned.csv,5,test
pocket_005_aligned.csv,5,test
pocket_010_aligned.csv,5,test
pocket_015_aligned.csv,5,test
pocket150025_005_aligned.csv,5,test
pocket150025_002_aligned.csv,5,test
adaptive_002_aligned.csv,5,test
pocket150025_003_aligned.csv,5,test
adaptive150025_007_aligned.csv,5,test
face_006_aligned.csv,5,test
adaptive_004_aligned.csv,5,test
